,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Sales
9956,NCM17,7.93,Low Fat,0.071122419,Health and Hygiene,43.7086,OUT035,2004,Small,Tier 2,Supermarket Type1,264.0
9957,FDU56,16.85,Low Fat,0.0,Fruits and Vegetables,185.3266,OUT035,2004,Small,Tier 2,Supermarket Type1,1007.0
9958,FDS32,5.7306115814937995,Regular,0.051920175,Fruits and Vegetables,140.9838,OUT019,1985,Small,Tier 1,Grocery Store,414.0
9959,FDX02,16.0,Low Fat,0.057148803,Dairy,224.3404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2012.0
9960,FDT39,5.7306115814937995,Regular,0.009820129,Meat,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,558.0
9961,FDE35,7.06,Regular,0.044148717,Starchy Foods,56.9904,OUT017,2007,Medium,Tier 2,Supermarket Type1,168.0
9962,NCI42,5.7306115814937995,Low Fat,0.018148732,Household,210.1954,OUT019,1985,Small,Tier 1,Grocery Store,2014.0
9963,DRL23,18.35,Low Fat,0.015304311,Hard Drinks,105.7938,OUT046,1997,Small,Tier 1,Supermarket Type1,438.0
9964,FDA10,20.35,Low Fat,0.141816013,Snack Foods,122.2072,OUT046,1997,Small,Tier 1,Supermarket Type1,492.0
9965,FDA11,7.75,Low Fat,0.04320284,Baking Goods,95.6436,OUT013,1987,High,Tier 3,Supermarket Type1,279.0
9966,NCM06,7.475,Low Fat,0.075727897,Household,154.7656,OUT046,1997,Small,Tier 1,Supermarket Type1,718.0
9967,NCT05,10.895,Low Fat,0.020947887,Health and Hygiene,257.5672,OUT035,2004,Small,Tier 2,Supermarket Type1,3124.0
9968,NCQ02,12.6,Low Fat,0.012480591,Household,186.2556,OUT010,1998,Medium,Tier 3,Grocery Store,826.0
9969,NCY06,15.25,Low Fat,0.06127993,Household,129.6968,OUT049,1999,Medium,Tier 1,Supermarket Type1,549.0
9970,FDY56,16.35,Regular,0.062399603,Fruits and Vegetables,224.7062,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.0
9971,FDL02,20.0,Regular,0.104063695,Canned,104.5622,OUT035,2004,Small,Tier 2,Supermarket Type1,490.0
9972,NCI06,11.3,Low Fat,0.047708667,Household,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,609.0
9973,FDQ14,9.27,Low Fat,0.061912597,Dairy,150.105,OUT045,2002,Medium,Tier 2,Supermarket Type1,549.0
9974,FDQ12,12.65,Low Fat,0.035611045,Baking Goods,228.301,OUT017,2007,Medium,Tier 2,Supermarket Type1,2065.0
9975,FDP36,10.395,Regular,0.091172403,Baking Goods,48.6008,OUT046,1997,Small,Tier 1,Supermarket Type1,306.0
9976,FDK21,5.7306115814937995,Low Fat,0.009963834,Snack Foods,250.8408,OUT027,1985,Medium,Tier 3,Supermarket Type3,3332.0
9977,FDO40,17.1,Low Fat,0.032694281,Frozen Foods,147.8392,OUT045,2002,Medium,Tier 2,Supermarket Type1,466.0
9978,NCK54,5.7306115814937995,Low Fat,0.0,Household,117.515,OUT019,1985,Small,Tier 1,Grocery Store,405.0
9979,FDY09,15.6,Low Fat,0.025302804,Snack Foods,176.8054,OUT018,2009,Medium,Tier 3,Supermarket Type2,749.0
9980,NCW30,5.21,Low Fat,0.011027014,Household,260.6962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3087.0
9981,NCC55,5.7306115814937995,Low Fat,0.0,Household,36.2848,OUT027,1985,Medium,Tier 3,Supermarket Type3,247.0
9982,FDE58,18.5,Low Fat,0.052280828,Snack Foods,117.3124,OUT018,2009,Medium,Tier 3,Supermarket Type2,478.0
9983,FDR39,20.35,Low Fat,0.083729547,Meat,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,942.0
9984,FDU28,19.2,Regular,0.094064368,Frozen Foods,187.0214,OUT049,1999,Medium,Tier 1,Supermarket Type1,1028.0
9985,FDH08,7.51,Low Fat,0.017527666,Fruits and Vegetables,228.001,OUT017,2007,Medium,Tier 2,Supermarket Type1,2429.0
9986,FDG35,20.8875,Regular,0.007055259,Starchy Foods,175.4738,OUT045,2002,Medium,Tier 2,Supermarket Type1,665.0
9987,FDG22,17.6,Regular,0.041445492,Snack Foods,35.219,OUT049,1999,Medium,Tier 1,Supermarket Type1,230.0
9988,FDC34,16.0,Regular,0.172726426,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,885.0
9989,FDP15,15.2,Low Fat,0.084284513,Meat,254.933,OUT018,2009,Medium,Tier 3,Supermarket Type2,2901.0
9990,FDK34,13.35,Low Fat,0.06448577,Snack Foods,239.4564,OUT010,1998,Medium,Tier 3,Grocery Store,2762.0
9991,FDU45,15.6,Regular,0.035499428,Snack Foods,115.7518,OUT035,2004,Small,Tier 2,Supermarket Type1,383.0
9992,FDQ04,5.7306115814937995,Low Fat,0.084343183,Frozen Foods,39.7796,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.0
9993,FDX22,6.785,Regular,0.023068402,Snack Foods,209.7928,OUT018,2009,Medium,Tier 3,Supermarket Type2,902.0
9994,FDB45,20.85,Low Fat,0.021450443,Fruits and Vegetables,103.6306,OUT017,2007,Medium,Tier 2,Supermarket Type1,432.0
9995,NCH43,5.7306115814937995,Low Fat,0.070227182,Household,217.1192,OUT027,1985,Medium,Tier 3,Supermarket Type3,1740.0
9996,DRE60,9.395,Low Fat,0.159334462,Soft Drinks,224.372,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.0
9997,FDD17,5.7306115814937995,Low Fat,0.032468955,Frozen Foods,236.1906,OUT027,1985,Medium,Tier 3,Supermarket Type3,2553.0
9998,NCM54,17.7,Low Fat,0.051227193,Household,127.2678,OUT017,2007,Medium,Tier 2,Supermarket Type1,425.0
9999,NCH55,16.35,Low Fat,0.034643462,Household,127.402,OUT013,1987,High,Tier 3,Supermarket Type1,534.0
10000,NCT06,17.1,Low Fat,0.038956669,Household,165.1842,OUT017,2007,Medium,Tier 2,Supermarket Type1,661.0
10001,FDA48,5.7306115814937995,Low Fat,0.114317778,Baking Goods,221.5114,OUT027,1985,Medium,Tier 3,Supermarket Type3,1925.0
10002,FDY58,5.7306115814937995,Low Fat,0.039725274,Snack Foods,228.2694,OUT027,1985,Medium,Tier 3,Supermarket Type3,2062.0
10003,FDO25,6.3,Low Fat,0.127707501,Canned,211.327,OUT045,2002,Medium,Tier 2,Supermarket Type1,2426.0
10004,FDN50,16.85,Regular,0.026573609,Canned,94.912,OUT045,2002,Medium,Tier 2,Supermarket Type1,349.0
10005,FDH35,18.25,Low Fat,0.060237241,Starchy Foods,164.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,858.0
10006,FDK09,15.2,Low Fat,0.091949401,Snack Foods,227.4352,OUT045,2002,Medium,Tier 2,Supermarket Type1,1740.0
10007,FDO16,5.48,Low Fat,0.015095622,Frozen Foods,82.325,OUT013,1987,High,Tier 3,Supermarket Type1,325.0
10008,FDW11,12.6,Low Fat,0.048881014,Breads,63.7194,OUT045,2002,Medium,Tier 2,Supermarket Type1,395.0
10009,FDU47,5.7306115814937995,Regular,0.0,Breads,140.3838,OUT027,1985,Medium,Tier 3,Supermarket Type3,439.0
10010,NCQ42,20.35,Low Fat,0.065726925,Household,128.6678,OUT010,1998,Medium,Tier 3,Grocery Store,540.0
10011,FDK55,5.7306115814937995,Low Fat,0.025636945,Meat,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type3,286.0
10012,FDN08,7.72,Regular,0.088502045,Fruits and Vegetables,116.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,350.0
10013,FDT57,15.2,Low Fat,0.019073386,Snack Foods,237.7248,OUT045,2002,Medium,Tier 2,Supermarket Type1,2360.0
10014,FDJ12,8.895,Regular,0.039200151,Baking Goods,207.5296,OUT018,2009,Medium,Tier 3,Supermarket Type2,1395.0
10015,DRL59,16.75,Low Fat,0.021344178,Hard Drinks,52.2298,OUT017,2007,Medium,Tier 2,Supermarket Type1,294.0
10016,NCN53,5.175,Low Fat,0.030355463,Health and Hygiene,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,287.0
10017,FDO51,6.785,Regular,0.07027007,Meat,43.9112,OUT010,1998,Medium,Tier 3,Grocery Store,315.0
10018,FDK56,9.695,Low Fat,0.130733334,Fruits and Vegetables,188.3898,OUT017,2007,Medium,Tier 2,Supermarket Type1,1329.0
10019,FDY12,9.8,Regular,0.140584452,Baking Goods,52.3008,OUT035,2004,Small,Tier 2,Supermarket Type1,184.0
10020,FDU15,13.65,Regular,0.026597059,Meat,36.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,235.0
10021,FDQ19,7.35,Regular,0.014365128,Fruits and Vegetables,242.8512,OUT046,1997,Small,Tier 1,Supermarket Type1,2425.0
10022,DRF15,18.35,Low Fat,0.033281349,Dairy,154.134,OUT045,2002,Medium,Tier 2,Supermarket Type1,800.0
10023,DRE25,5.7306115814937995,Low Fat,0.128309411,Soft Drinks,92.112,OUT019,1985,Small,Tier 1,Grocery Store,368.0
10024,FDK57,10.195,Low Fat,0.080619969,Snack Foods,119.144,OUT018,2009,Medium,Tier 3,Supermarket Type2,392.0
10025,FDD33,12.85,Low Fat,0.181092301,Fruits and Vegetables,231.6642,OUT010,1998,Medium,Tier 3,Grocery Store,2998.0
10026,FDR34,5.7306115814937995,Regular,0.015887996,Snack Foods,228.6352,OUT027,1985,Medium,Tier 3,Supermarket Type3,2496.0
10027,FDU04,7.93,Low Fat,0.005559688,Frozen Foods,121.2414,OUT045,2002,Medium,Tier 2,Supermarket Type1,494.0
10028,FDE35,5.7306115814937995,Regular,0.07686393,Starchy Foods,60.4904,OUT019,1985,Small,Tier 1,Grocery Store,311.0
10029,NCD31,12.1,Low Fat,0.015431545,Household,162.7526,OUT035,2004,Small,Tier 2,Supermarket Type1,673.0
10030,FDJ56,8.985,Low Fat,0.183368339,Fruits and Vegetables,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1,373.0
10031,NCU53,5.485,Low Fat,0.042751812,Health and Hygiene,164.5842,OUT046,1997,Small,Tier 1,Supermarket Type1,514.0
10032,FDD39,16.7,Low Fat,0.070141633,Dairy,214.985,OUT035,2004,Small,Tier 2,Supermarket Type1,1706.0
10033,NCU17,5.7306115814937995,Low Fat,0.162626685,Health and Hygiene,103.6674,OUT019,1985,Small,Tier 1,Grocery Store,445.0
10034,FDJ20,20.7,Regular,0.100174939,Fruits and Vegetables,123.2388,OUT046,1997,Small,Tier 1,Supermarket Type1,503.0
10035,NCW41,18.0,Low Fat,0.015513314,Health and Hygiene,156.9604,OUT018,2009,Medium,Tier 3,Supermarket Type2,822.0
10036,FDL52,6.635,Regular,0.046081489,Frozen Foods,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,261.0
10037,FDS39,6.895,Low Fat,0.022456327,Meat,141.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,448.0
10038,DRJ47,18.25,Low Fat,0.044340045,Hard Drinks,173.908,OUT045,2002,Medium,Tier 2,Supermarket Type1,779.0
10039,FDP13,8.1,Regular,0.19453961000000003,Canned,40.248,OUT010,1998,Medium,Tier 3,Grocery Store,209.0
10040,DRK39,7.02,Low Fat,0.083464455,Dairy,82.425,OUT010,1998,Medium,Tier 3,Grocery Store,347.0
10041,FDF28,15.7,Regular,0.06337778,Frozen Foods,126.2046,OUT010,1998,Medium,Tier 3,Grocery Store,488.0
10042,FDB09,16.25,Low Fat,0.057512493,Fruits and Vegetables,125.5046,OUT045,2002,Medium,Tier 2,Supermarket Type1,412.0
10043,FDM51,11.8,Regular,0.025926223,Meat,99.9674,OUT046,1997,Small,Tier 1,Supermarket Type1,343.0
10044,DRM49,6.11,Regular,0.152573001,Soft Drinks,45.1086,OUT018,2009,Medium,Tier 3,Supermarket Type2,300.0
10045,DRF23,4.61,Low Fat,0.122550245,Hard Drinks,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,689.0
10046,DRH01,17.5,Low Fat,0.097885516,Soft Drinks,172.6738,OUT035,2004,Small,Tier 2,Supermarket Type1,528.0
10047,FDH12,5.7306115814937995,Low Fat,0.08454227,Baking Goods,107.128,OUT027,1985,Medium,Tier 3,Supermarket Type3,484.0
10048,FDA28,5.7306115814937995,Regular,0.083694927,Frozen Foods,124.8362,OUT019,1985,Small,Tier 1,Grocery Store,512.0
10049,FDW37,19.2,Low Fat,0.124555719,Canned,90.3488,OUT018,2009,Medium,Tier 3,Supermarket Type2,345.0
10050,FDF02,16.2,Low Fat,0.103473165,Canned,103.799,OUT046,1997,Small,Tier 1,Supermarket Type1,436.0
10051,DRL37,15.5,Low Fat,0.053372178,Soft Drinks,43.377,OUT046,1997,Small,Tier 1,Supermarket Type1,204.0
10052,NCF43,8.51,Low Fat,0.051945908,Household,141.547,OUT046,1997,Small,Tier 1,Supermarket Type1,516.0
10053,FDH08,7.51,Low Fat,0.029172707,Fruits and Vegetables,228.201,OUT010,1998,Medium,Tier 3,Grocery Store,1767.0
10054,FDR34,5.7306115814937995,Regular,0.027953194,Snack Foods,229.4352,OUT019,1985,Small,Tier 1,Grocery Store,2495.0
10055,NCK19,9.8,Low Fat,0.09060629,Others,195.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,1291.0
10056,NCD55,14.0,Low Fat,0.024430294,Household,42.6454,OUT018,2009,Medium,Tier 3,Supermarket Type2,280.0
10057,FDT27,11.395,Regular,0.069695361,Meat,233.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,2792.0
10058,FDQ57,7.275,Low Fat,0.02800432,Snack Foods,146.976,OUT045,2002,Medium,Tier 2,Supermarket Type1,541.0
10059,FDA47,10.5,Regular,0.116651733,Baking Goods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1,666.0
10060,DRG15,5.7306115814937995,Low Fat,0.076364306,Dairy,63.0536,OUT027,1985,Medium,Tier 3,Supermarket Type3,357.0
10061,FDE05,10.895,Regular,0.03258625,Frozen Foods,145.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2,495.0
10062,FDN46,7.21,Regular,0.144631478,Snack Foods,100.6332,OUT046,1997,Small,Tier 1,Supermarket Type1,449.0
10063,FDX27,5.7306115814937995,Regular,0.113564473,Dairy,92.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,285.0
10064,FDT51,11.65,Regular,0.010940934,Meat,110.4544,OUT045,2002,Medium,Tier 2,Supermarket Type1,419.0
10065,FDU33,7.63,Regular,0.134597662,Snack Foods,44.7402,OUT013,1987,High,Tier 3,Supermarket Type1,180.0
10066,FDJ16,5.7306115814937995,Low Fat,0.114329308,Frozen Foods,59.4246,OUT027,1985,Medium,Tier 3,Supermarket Type3,311.0
10067,FDD20,5.7306115814937995,Low Fat,0.036268455,Fruits and Vegetables,122.5046,OUT019,1985,Small,Tier 1,Grocery Store,435.0
10068,FDT36,12.3,Low Fat,0.111447593,Baking Goods,33.4874,OUT049,1999,Medium,Tier 1,Supermarket Type1,326.0
10069,DRF15,5.7306115814937995,Low Fat,0.03305315,Dairy,152.334,OUT027,1985,Medium,Tier 3,Supermarket Type3,780.0
10070,FDN52,9.395,Regular,0.19453961000000003,Frozen Foods,88.1198,OUT010,1998,Medium,Tier 3,Grocery Store,375.0
10071,FDC22,5.7306115814937995,Regular,0.135767734,Snack Foods,191.282,OUT027,1985,Medium,Tier 3,Supermarket Type3,1226.0
10072,FDX15,17.2,Low Fat,0.156615836,Meat,160.6578,OUT045,2002,Medium,Tier 2,Supermarket Type1,897.0
10073,FDT13,14.85,Low Fat,0.018556186,Canned,187.1214,OUT013,1987,High,Tier 3,Supermarket Type1,1496.0
10074,FDU04,7.93,Low Fat,0.00557982,Frozen Foods,121.1414,OUT017,2007,Medium,Tier 2,Supermarket Type1,437.0
10075,FDU31,5.7306115814937995,Regular,0.043756113,Fruits and Vegetables,216.3508,OUT019,1985,Small,Tier 1,Grocery Store,2083.0
10076,FDW59,5.7306115814937995,Low Fat,0.0,Breads,85.4566,OUT027,1985,Medium,Tier 3,Supermarket Type3,314.0
10077,NCO29,11.15,Low Fat,0.032256191,Health and Hygiene,165.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,660.0
10078,FDL15,17.85,Low Fat,0.046625941,Meat,152.3682,OUT035,2004,Small,Tier 2,Supermarket Type1,619.0
10079,FDI41,18.5,Regular,0.062353714,Frozen Foods,145.4418,OUT049,1999,Medium,Tier 1,Supermarket Type1,445.0
10080,FDQ48,14.3,Regular,0.0,Baking Goods,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,263.0
10081,DRI39,13.8,Low Fat,0.09698132,Dairy,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,163.0
10082,FDI08,18.2,Regular,0.066241884,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,2874.0
10083,FDC21,14.6,Regular,0.04302561,Fruits and Vegetables,110.0254,OUT049,1999,Medium,Tier 1,Supermarket Type1,497.0
10084,FDF58,13.3,Low Fat,0.009579343,Snack Foods,62.351,OUT035,2004,Small,Tier 2,Supermarket Type1,274.0
10085,FDS08,5.735,Low Fat,0.095341405,Fruits and Vegetables,178.037,OUT010,1998,Medium,Tier 3,Grocery Store,729.0
10086,FDE47,14.15,Low Fat,0.037985629,Starchy Foods,123.1046,OUT045,2002,Medium,Tier 2,Supermarket Type1,527.0
10087,NCP18,5.7306115814937995,Low Fat,0.050071843,Household,152.4708,OUT019,1985,Small,Tier 1,Grocery Store,630.0
10088,NCR41,17.85,Low Fat,0.0,Health and Hygiene,96.8094,OUT013,1987,High,Tier 3,Supermarket Type1,341.0
10089,FDA27,20.35,Regular,0.030901894,Dairy,254.2672,OUT013,1987,High,Tier 3,Supermarket Type1,3291.0
10090,FDA43,10.895,Low Fat,0.064663519,Fruits and Vegetables,194.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,809.0
10091,FDA49,19.7,Low Fat,0.065053427,Canned,86.6198,OUT045,2002,Medium,Tier 2,Supermarket Type1,316.0
10092,NCE55,8.92,Low Fat,0.0,Household,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,566.0
10093,DRM49,5.7306115814937995,Regular,0.15121816,Soft Drinks,45.9086,OUT027,1985,Medium,Tier 3,Supermarket Type3,194.0
10094,FDF22,5.7306115814937995,Low Fat,0.056555477,Snack Foods,214.2218,OUT027,1985,Medium,Tier 3,Supermarket Type3,2398.0
10095,FDQ15,20.35,Regular,0.151688857,Meat,80.6276,OUT018,2009,Medium,Tier 3,Supermarket Type2,332.0
10096,NCS54,13.6,Low Fat,0.010049688,Household,174.937,OUT017,2007,Medium,Tier 2,Supermarket Type1,708.0
10097,NCY05,13.5,Low Fat,0.054944247,Health and Hygiene,36.3874,OUT013,1987,High,Tier 3,Supermarket Type1,320.0
10098,FDR45,10.8,Low Fat,0.028943289,Snack Foods,239.6222,OUT046,1997,Small,Tier 1,Supermarket Type1,2413.0
10099,FDK57,10.195,Low Fat,0.080417724,Snack Foods,121.244,OUT049,1999,Medium,Tier 1,Supermarket Type1,456.0
10100,FDF41,12.15,Low Fat,0.19453961000000003,Frozen Foods,248.346,OUT010,1998,Medium,Tier 3,Grocery Store,2620.0
10101,FDV21,11.5,Low Fat,0.0,Snack Foods,125.6704,OUT046,1997,Small,Tier 1,Supermarket Type1,409.0
10102,FDD51,11.15,Low Fat,0.119952711,Dairy,45.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,160.0
10103,FDF33,7.97,Low Fat,0.021535488,Seafood,109.6596,OUT046,1997,Small,Tier 1,Supermarket Type1,464.0
10104,FDA38,5.44,Low Fat,0.025479919,Dairy,238.5538,OUT046,1997,Small,Tier 1,Supermarket Type1,2631.0
10105,FDR56,15.5,Regular,0.100970195,Fruits and Vegetables,195.8768,OUT045,2002,Medium,Tier 2,Supermarket Type1,861.0
10106,NCN41,17.0,Low Fat,0.05250462,Health and Hygiene,121.673,OUT017,2007,Medium,Tier 2,Supermarket Type1,438.0
10107,FDC60,5.7306115814937995,Regular,0.113918065,Baking Goods,87.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,375.0
10108,FDB47,8.8,Low Fat,0.07157425,Snack Foods,207.9612,OUT045,2002,Medium,Tier 2,Supermarket Type1,1400.0
10109,DRH01,17.5,Low Fat,0.097822555,Soft Drinks,175.4738,OUT013,1987,High,Tier 3,Supermarket Type1,749.0
10110,FDW08,12.1,Low Fat,0.148381569,Fruits and Vegetables,104.928,OUT046,1997,Small,Tier 1,Supermarket Type1,462.0
10111,FDF38,5.7306115814937995,Regular,0.026230365,Canned,39.1138,OUT027,1985,Medium,Tier 3,Supermarket Type3,286.0
10112,FDY32,7.605,Low Fat,0.129972082,Fruits and Vegetables,162.921,OUT017,2007,Medium,Tier 2,Supermarket Type1,609.0
10113,FDG34,11.5,Regular,0.037628842,Snack Foods,109.5254,OUT049,1999,Medium,Tier 1,Supermarket Type1,394.0
10114,FDG47,5.7306115814937995,Low Fat,0.121893603,Starchy Foods,261.3252,OUT019,1985,Small,Tier 1,Grocery Store,3355.0
10115,NCF18,18.35,Low Fat,0.088965771,Household,189.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.0
10116,FDL39,5.7306115814937995,Regular,0.110885027,Dairy,181.3318,OUT019,1985,Small,Tier 1,Grocery Store,1291.0
10117,NCH55,16.35,Low Fat,0.03466576,Household,125.902,OUT035,2004,Small,Tier 2,Supermarket Type1,412.0
10118,DRJ35,10.1,Low Fat,0.0,Hard Drinks,60.7878,OUT049,1999,Medium,Tier 1,Supermarket Type1,253.0
10119,FDS44,12.65,Regular,0.156014453,Fruits and Vegetables,238.9538,OUT035,2004,Small,Tier 2,Supermarket Type1,2692.0
10120,DRE01,10.1,Low Fat,0.167836117,Soft Drinks,241.0512,OUT018,2009,Medium,Tier 3,Supermarket Type2,2676.0
10121,FDY39,5.305,Regular,0.046989556,Meat,184.3608,OUT013,1987,High,Tier 3,Supermarket Type1,1215.0
10122,FDY32,7.605,Low Fat,0.129767515,Fruits and Vegetables,161.821,OUT018,2009,Medium,Tier 3,Supermarket Type2,592.0
10123,FDR33,5.7306115814937995,Low Fat,0.02665921,Snack Foods,111.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,369.0
10124,NCP50,17.35,Low Fat,0.020591811,Others,81.0618,OUT049,1999,Medium,Tier 1,Supermarket Type1,381.0
10125,FDZ47,20.7,Regular,0.07961949,Baking Goods,98.6042,OUT018,2009,Medium,Tier 3,Supermarket Type2,344.0
10126,FDU57,8.27,Regular,0.089693419,Snack Foods,152.2708,OUT049,1999,Medium,Tier 1,Supermarket Type1,533.0
10127,FDY44,14.15,Regular,0.02438425,Fruits and Vegetables,194.411,OUT013,1987,High,Tier 3,Supermarket Type1,1081.0
10128,DRH59,10.8,Low Fat,0.058671483,Hard Drinks,73.838,OUT018,2009,Medium,Tier 3,Supermarket Type2,331.0
10129,FDB03,5.7306115814937995,Regular,0.156072361,Dairy,240.2538,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.0
10130,FDY46,18.6,Low Fat,0.047987061,Snack Foods,186.8898,OUT045,2002,Medium,Tier 2,Supermarket Type1,1247.0
10131,FDM39,6.42,Low Fat,0.053579102,Dairy,177.3002,OUT045,2002,Medium,Tier 2,Supermarket Type1,852.0
10132,FDY36,12.3,Low Fat,0.009408748,Baking Goods,74.838,OUT035,2004,Small,Tier 2,Supermarket Type1,282.0
10133,NCM55,15.6,Low Fat,0.066713516,Others,184.2924,OUT035,2004,Small,Tier 2,Supermarket Type1,1407.0
10134,FDJ50,8.645,Low Fat,0.036130545,Canned,52.6982,OUT010,1998,Medium,Tier 3,Grocery Store,258.0
10135,DRL60,8.52,Low Fat,0.027036842,Soft Drinks,150.8682,OUT013,1987,High,Tier 3,Supermarket Type1,543.0
10136,NCJ54,9.895,Low Fat,0.060160503,Household,232.2642,OUT049,1999,Medium,Tier 1,Supermarket Type1,2456.0
10137,FDX59,10.195,Low Fat,0.051953489,Breads,33.8558,OUT017,2007,Medium,Tier 2,Supermarket Type1,269.0
10138,FDI07,12.35,Regular,0.0,Meat,199.0426,OUT013,1987,High,Tier 3,Supermarket Type1,1301.0
10139,DRF51,15.75,Low Fat,0.19453961000000003,Dairy,39.6506,OUT010,1998,Medium,Tier 3,Grocery Store,339.0
10140,FDM14,13.8,Low Fat,0.013338995,Canned,109.7254,OUT017,2007,Medium,Tier 2,Supermarket Type1,353.0
10141,FDP21,7.42,Regular,0.025793045,Snack Foods,187.9872,OUT045,2002,Medium,Tier 2,Supermarket Type1,1160.0
10142,FDE40,15.6,Regular,0.099125013,Dairy,63.0194,OUT035,2004,Small,Tier 2,Supermarket Type1,300.0
10143,FDE05,10.895,Regular,0.032447909,Frozen Foods,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,460.0
10144,FDM13,5.7306115814937995,Low Fat,0.062869397,Breakfast,132.8626,OUT027,1985,Medium,Tier 3,Supermarket Type3,529.0
10145,FDC34,5.7306115814937995,Regular,0.1719225,Snack Foods,156.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.0
10146,NCI55,18.6,Low Fat,0.01270511,Household,122.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,453.0
10147,NCE43,12.5,Low Fat,0.103863648,Household,168.8448,OUT018,2009,Medium,Tier 3,Supermarket Type2,820.0
10148,FDW58,20.75,Low Fat,0.007583861,Snack Foods,107.0622,OUT018,2009,Medium,Tier 3,Supermarket Type2,373.0
10149,FDG60,20.35,Low Fat,0.060822826,Baking Goods,234.6616,OUT045,2002,Medium,Tier 2,Supermarket Type1,2786.0
10150,FDV31,9.8,Low Fat,0.107320959,Fruits and Vegetables,176.337,OUT017,2007,Medium,Tier 2,Supermarket Type1,674.0
10151,FDR47,17.85,Low Fat,0.087395867,Breads,194.2794,OUT013,1987,High,Tier 3,Supermarket Type1,1466.0
10152,FDM60,5.7306115814937995,Regular,0.08429269,Baking Goods,40.6138,OUT019,1985,Small,Tier 1,Grocery Store,230.0
10153,NCF06,6.235,Low Fat,0.020280634,Household,258.4962,OUT018,2009,Medium,Tier 3,Supermarket Type2,3176.0
10154,NCN26,5.7306115814937995,Low Fat,0.0,Household,117.0808,OUT027,1985,Medium,Tier 3,Supermarket Type3,403.0
10155,FDQ59,9.8,Regular,0.056474207,Breads,85.6908,OUT049,1999,Medium,Tier 1,Supermarket Type1,315.0
10156,FDF09,6.215,Low Fat,0.012148905,Fruits and Vegetables,36.5848,OUT046,1997,Small,Tier 1,Supermarket Type1,184.0
10157,NCS06,7.935,Low Fat,0.0,Household,264.791,OUT017,2007,Medium,Tier 2,Supermarket Type1,2812.0
10158,FDT44,16.6,Low Fat,0.102986542,Fruits and Vegetables,117.9466,OUT046,1997,Small,Tier 1,Supermarket Type1,469.0
10159,FDI19,15.1,Low Fat,0.05263512,Meat,244.2512,OUT017,2007,Medium,Tier 2,Supermarket Type1,2509.0
10160,FDT22,10.395,Low Fat,0.112731284,Snack Foods,59.922,OUT017,2007,Medium,Tier 2,Supermarket Type1,286.0
10161,NCF54,5.7306115814937995,Low Fat,0.047147628,Household,170.8422,OUT027,1985,Medium,Tier 3,Supermarket Type3,571.0
10162,DRG25,10.5,Low Fat,0.019088324,Soft Drinks,185.924,OUT045,2002,Medium,Tier 2,Supermarket Type1,803.0
10163,FDB59,18.25,Low Fat,0.015365323,Snack Foods,197.3084,OUT017,2007,Medium,Tier 2,Supermarket Type1,1492.0
10164,FDQ37,20.75,Low Fat,0.089765562,Breakfast,194.6478,OUT017,2007,Medium,Tier 2,Supermarket Type1,1133.0
